zipcode,centile,superzip,rank,city,state,adultpop,households,college,income
2758,35.15962,0,,Beulah,MO,74,27,21.62%,46.7467
2437,35.15802,0,11803,Clyde,NC,5773,2464,15.73%,56.89891
2140,35.14725,0,11804,Salem,OR,33450,11365,16.11%,56.23203
2616,35.13621,0,11805,Smiths Station,AL,6791,3117,13.43%,60.85701
2604,35.13426,0,,Wildorado,TX,302,149,17.88%,53.18401
2834,35.13404,0,,Sylvan Grove,KS,494,207,22.47%,45.27565
2803,35.1273,0,11806,Thibodaux,LA,24059,10435,17.26%,54.25625
2854,35.12045,0,11807,Fairmount,IL,909,408,11.88%,63.51144
2608,35.11967,0,11808,Logan,IA,1919,792,11.93%,63.4186
2301,35.11624,0,11809,Magnolia,AR,10599,4417,20.95%,47.86993
2700,35.10852,0,11810,New Bern,NC,17520,7272,17.31%,54.15687
2956,35.1036,0,,Lewisville,ID,404,197,12.13%,63.07732
2639,35.10348,0,,Sutton,ND,50,24,18%,52.9578
2973,35.1034,0,,Crystal,ND,245,108,21.22%,47.4005
2065,35.10278,0,11811,Hawarden,IA,2003,827,15.03%,58.07574
2014,35.09339,0,11812,Fort Lauderdale,FL,32220,11189,18.35%,52.34584
2275,35.08447,0,,Hyannis,NE,290,132,21.38%,47.12852
2265,35.08435,0,,Buffalo,IN,119,37,12.61%,62.24699
2658,35.07981,0,11813,Vincennes,IN,16435,6645,17.33%,54.10456
2447,35.07356,0,11814,Lewistown,MT,6330,2408,20.21%,49.14745
2585,35.07039,0,11815,Walnutport,PA,5196,2128,11.86%,63.53629
2160,35.06895,0,,Aimwell,LA,59,29,15.25%,57.67431
2388,35.06762,0,11816,Millersburg,PA,4782,1895,13.15%,61.29375
2264,35.05045,0,11817,Chicago,IL,57782,20618,21.82%,46.36227
2836,35.03387,0,11818,Lathrop,MO,2643,1197,13.20%,61.19437
2107,35.03303,0,,Haviland,OH,398,189,10.30%,66.19725
2792,35.03183,0,11819,Waite Park,MN,3969,1570,16.23%,55.98751
2043,35.02702,0,11820,Palmdale,CA,13561,5923,9.56%,67.46693
2212,35.0232,0,,Speculator,NY,339,128,19.17%,50.90356
2640,35.02244,0,11821,Shiocton,WI,2444,1038,8.22%,69.77223
2835,35.0085,0,11822,Brooklyn,NY,48359,18939,19.56%,50.24322
2650,34.99115,0,11823,Boston,MA,14836,5268,17.69%,53.44684
2771,34.98611,0,11824,Glendora,NJ,3516,1330,9.44%,67.66438
2932,34.98491,0,11825,Point Arena,CA,872,332,22.25%,45.5934
2744,34.98461,0,,Piedmont,OH,219,71,15.98%,56.39025
2317,34.98079,0,11826,Ashland,KY,13707,5502,18.31%,52.37461
2260,34.97201,0,11827,Sand Springs,OK,18263,8138,13.96%,59.86847
2205,34.96657,0,11828,Pillager,MN,1577,695,15.54%,57.1565
2263,34.96583,0,11829,Papaikou,HI,1107,410,15.00%,58.08751
2511,34.96532,0,11830,Minneola,KS,727,308,18.98%,51.21477
2123,34.96395,0,11831,Brighton,IL,4290,1914,12.07%,63.11654
2566,34.96039,0,11832,Paterson,NJ,8661,3407,12.26%,62.79357
2730,34.95298,0,11833,Oklahoma City,OK,18342,7958,15.71%,56.8466
2109,34.94519,0,11834,North Bend,OR,10057,4046,17.04%,54.54523
2574,34.94094,0,11835,Mercersburg,PA,5394,2332,11.72%,63.72327
2556,34.93691,0,11836,Tomah,WI,9323,3772,13.69%,60.32743
2749,34.93348,0,11837,Bucksport,ME,3162,1312,16.29%,55.84498
2636,34.93253,0,,Lowell,WI,300,119,8%,70.12005
2221,34.93232,0,,Geraldine,MT,462,202,22.51%,45.1122
2830,34.93204,0,11838,Herndon,KY,560,238,12.86%,61.74749
2798,34.93182,0,,Thor,IA,260,85,13.85%,60.04107
2777,34.93152,0,11839,San Pierre,IN,824,315,13.59%,60.4765
2178,34.93125,0,,Gate,OK,182,78,23.08%,44.1315
2528,34.9309,0,11840,Wolcott,IN,1066,442,12.85%,61.74749
2244,34.93053,0,,Grenloch,NJ,299,119,7.69%,70.63393
2048,34.93037,0,,Kansas City,MO,286,124,9.79%,67.0145
2466,34.92968,0,11841,Manville,RI,2230,900,14.89%,58.22874
2710,34.92885,0,11842,Anthon,IA,797,337,15.56%,57.07151
2161,34.92841,0,11843,Friendsville,PA,802,337,14.21%,59.38727
2515,34.91972,0,11844,Van Nuys,CA,30853,11646,19.01%,51.11932
2521,34.911,0,11845,Crows Landing,CA,920,401,13.70%,60.27251
2185,34.9101,0,11846,Gerrardstown,WV,2343,997,14.68%,58.57002
2853,34.90931,0,11847,Industry,IL,556,250,15.47%,57.2075
2239,34.90846,0,11848,Sibley,IA,2523,1028,15.34%,57.42587
2942,34.90707,0,11849,Fort Ann,NY,2558,1105,13.14%,61.22314
2558,34.90607,0,11850,Audubon,MN,1073,478,14.35%,59.12575
2583,34.90543,0,11851,Cedarville,NJ,1260,496,12.62%,62.111
2735,34.90503,0,,Iliamna,AK,232,107,17.24%,54.14249
2022,34.90487,0,,Barksdale,TX,327,138,19.57%,50.12423
2169,34.90243,0,11852,Bellevue,OH,8568,3647,9.98%,66.65099
2363,34.89909,0,11853,Ferris,TX,3578,1461,10.65%,65.49638
2594,34.89781,0,11854,Sutherland,NE,1096,457,13.96%,59.78478
2563,34.89332,0,11855,Athens,AL,15259,6314,17.51%,53.6639
2964,34.8884,0,11856,Jacksonville,FL,2637,1155,12.48%,62.33852
2367,34.88574,0,11857,Wellsboro,PA,7075,2805,18.16%,52.53806
2824,34.88372,0,,Surveyor,WV,281,136,23.84%,42.74806
2396,34.88173,0,11858,Keaau,HI,6948,2862,19.29%,50.6002
2708,34.87945,0,11859,Leslie,MO,1371,619,10.94%,64.97203
2217,34.87521,0,11860,Urbana,OH,14090,5802,11.24%,64.45029
2166,34.87132,0,,Gray,IA,61,26,16.39%,55.573
2716,34.8707,0,11861,Hamilton,IN,2192,910,9.63%,67.22764
2674,34.86797,0,11862,Craig,CO,7745,3349,13.13%,61.18522
2175,34.86582,0,,Catarina,TX,97,40,17.53%,53.6116
2391,34.8657,0,,Arthur,ND,360,131,16.67%,55.0918
2878,34.86277,0,11863,Trinity,NC,10278,4606,10.82%,65.16555
2586,34.85934,0,11864,Monroeville,OH,2245,1017,11.00%,64.84911
2936,34.85866,0,,Laclede,ID,214,113,18.22%,52.40076
2964,34.85117,0,11865,Lake Worth,FL,27100,10861,15.77%,56.63216
2844,34.84371,0,,Alanreed,TX,51,24,17.65%,53.39323
2264,34.84368,0,,Brokaw,WI,60,18,5%,75.187
3000,34.84348,0,11866,La Crosse,IN,693,298,9.67%,67.14003
2977,34.8418,0,11867,Rockland,ME,5403,1985,20.41%,48.62049
2565,34.83529,0,11868,Amarillo,TX,18342,7198,19.85%,49.59335
2767,34.8302,0,,Lake City,SD,196,86,19.90%,49.50181
2956,34.83011,0,,Millwood,KY,128,52,17.19%,54.17256
2275,34.83005,0,,Crown King,AZ,106,39,12.26%,62.65627
2795,34.82763,0,11869,Leesville,SC,8694,3842,13.14%,61.15384
2446,34.8252,0,,Graymont,IL,150,71,14.67%,58.5151
2185,34.82495,0,11870,Marcola,OR,794,285,14.11%,59.48141
2183,34.8246,0,,Dalbo,MN,450,195,10.44%,65.78928
2872,34.82325,0,11871,Shelley,ID,4494,2184,15.62%,56.86621
2586,34.82181,0,11872,Energy,IL,751,282,17.71%,53.26509
2697,34.82109,0,11873,Wattsburg,PA,1890,848,10.32%,65.9985
2636,34.81614,0,11874,Gainesville,TX,16134,7014,15.90%,56.37064
2318,34.81029,0,11875,Washington,UT,5166,2279,18.31%,52.2177
2789,34.80118,0,11876,Fairmont,WV,28047,11003,19.03%,50.97417
2478,34.7834,0,11877,Pompano Beach,FL,36715,13024,16.93%,54.59361
2182,34.76791,0,11878,Santa Maria,CA,19718,7243,14.84%,58.18689
2520,34.76223,0,11879,Battle Creek,NE,947,430,12.99%,61.38398
2309,34.76178,0,11880,Oakley,ID,730,339,17.12%,54.24971
2042,34.76051,0,11881,Inola,OK,3876,1796,13.80%,59.97046
2804,34.75761,0,11882,Ware,MA,6688,2664,13.83%,59.91946
2620,34.75219,0,11883,Benton,KY,13054,5575,14.90%,58.07705
2024,34.74424,0,11884,Soddy Daisy,TN,15917,7059,13.51%,60.46996
2401,34.73983,0,,Fairburn,SD,128,40,7.81%,70.2835
2991,34.73875,0,11885,Russell,KS,3818,1484,16.89%,54.63284
2566,34.73719,0,11886,Ellinwood,KS,1873,790,16.71%,54.94405
2563,34.73653,0,11887,Charlestown,MD,514,202,11.28%,64.29077
2089,34.73634,0,,Lisco,NE,188,81,23.40%,43.40448
2321,34.73621,0,,Drifton,PA,295,114,19.66%,49.85225
2175,34.73224,0,11888,Grand Junction,CO,14139,6479,16.07%,56.03851
2954,34.72821,0,11889,Cameron,IL,569,255,10.72%,65.25447
2432,34.72796,0,,Webb,IA,309,140,17.48%,53.6116
2529,34.72782,0,,Swain,NY,232,95,12.07%,62.92825
2996,34.7277,0,,Bloomington,MD,209,84,6.22%,73.00723
2439,34.72716,0,11890,Colchester,IL,1745,746,16.33%,55.573
2348,34.72387,0,11891,Santa Fe Springs,CA,10243,3549,9.56%,67.24333
2825,34.72086,0,11892,Pennock,MN,726,331,13.09%,61.1643
2828,34.70697,0,11893,Chicago,IL,49861,18947,18.13%,52.4753
2531,34.6932,0,,Broadview,MT,328,134,20.12%,49.035
2262,34.69164,0,11894,Woodstock,VA,5315,1977,16.93%,54.52823
2962,34.68599,0,11895,New Smyrna Beach,FL,15278,5819,16.41%,55.43047
2422,34.67319,0,11896,Detroit,MI,31331,13231,14.13%,59.36112
2931,34.66449,0,,Sweetser,IN,398,180,11.06%,64.65298
2099,34.66407,0,11897,Cambridge,NE,1132,464,19.17%,50.6695
2122,34.66351,0,11898,Leetsdale,PA,888,337,20.05%,49.16053
2938,34.66241,0,11899,Atlanta,GA,3130,361,34.92%,23.52634
2529,34.65619,0,11900,Philadelphia,PA,19545,7884,18.45%,51.89341
2739,34.65031,0,11901,Remsen,IA,1858,767,13.62%,60.22806
2547,34.64468,0,11902,Waynesville,NC,18668,7500,18.07%,52.54721
2202,34.63789,0,11903,Duncannon,PA,6039,2502,10.05%,66.37116
2920,34.63554,0,11904,Bertram,TX,2551,1051,12.15%,62.74649
2235,34.63472,0,,Portland,PA,401,145,13.47%,60.4765
2108,34.63281,0,11905,Brandenburg,KY,6569,2912,13.47%,60.46342
2101,34.62849,0,11906,Smyrna,DE,9161,3195,12.71%,61.77887
2271,34.62556,0,11907,Truman,MN,1517,581,14.04%,59.47749
2980,34.62363,0,11908,Danville,IL,5505,1781,9.36%,67.55193
2098,34.61535,0,11909,Cleburne,TX,24684,10478,14.67%,58.38303
2068,34.60848,0,,Mansfield,WA,344,142,15.12%,57.61678
2817,34.60718,0,11910,Pulaski,NY,4401,1822,14.91%,57.97898
2873,34.60544,0,11911,Osseo,MI,1925,830,11.06%,64.59544
2124,34.6042,0,11912,Oklahoma City,OK,2585,418,7.58%,70.59471
2569,34.59169,0,11913,Elyria,OH,43013,17803,12.70%,61.76972
2770,34.57978,0,,Bentley,LA,372,178,16.40%,55.39124
2138,34.57653,0,11914,Hyannis,MA,11478,3841,18.27%,52.16278
2490,34.57323,0,11915,Clinton,MN,535,203,15.51%,56.91068
2059,34.56681,0,11916,Evansville,IN,22830,9009,17.25%,53.90973
2447,34.56037,0,11917,Rozet,WY,649,291,7.09%,71.42765
2153,34.55802,0,11918,Saint Joseph,MO,7920,3372,15.95%,56.16011
2114,34.55559,0,11919,Evans,WV,919,418,17.95%,52.69628
2447,34.55297,0,11920,Orrville,OH,8615,3793,14.23%,59.10875
2775,34.55057,0,,East Randolph,VT,140,66,12.14%,62.70596
2172,34.55028,0,11921,New Marshfield,OH,902,414,15.19%,57.45333
2810,34.54992,0,,Roberts,IL,431,173,10.90%,64.83473
2392,34.54939,0,11922,Akron,IA,1494,630,14.19%,59.1689
2928,34.54815,0,11923,Grantsburg,WI,3045,1221,14.22%,59.11398
2345,34.54673,0,11924,Elizabethville,PA,2091,870,13.20%,60.8714
2512,34.54575,0,11925,Monticello,UT,1475,660,19.12%,50.6695
2802,34.54517,0,11926,Pioche,NV,650,199,13.54%,60.28428
2000,34.54495,0,,Bloomington,ID,160,76,14.38%,58.842
2841,34.54452,0,11927,Maroa,IL,1407,596,11.87%,63.15708
2669,34.54399,0,11928,Stockholm,ME,511,204,21.72%,46.17528
2134,34.54377,0,,Danvers,MN,290,125,12.76%,61.62065
2427,34.54366,0,,Gunlock,UT,132,74,28.79%,33.9976
2363,34.54322,0,11929,Mansfield,GA,1431,608,14.61%,58.43403
2096,34.54221,0,11930,Weirsdale,FL,2271,893,14.00%,59.47095
2256,34.53862,0,11931,San Jose,CA,10826,3056,14.71%,58.24312
2403,34.53559,0,,Greenough,MT,182,83,25.27%,40.04525
2897,34.53537,0,11932,Niverville,NY,653,245,10.41%,65.65198
2506,34.53517,0,,Burr Hill,VA,57,20,0%,83.59356
2867,34.53327,0,11933,Boonville,MO,6873,2592,15.55%,56.79037
2413,34.5313,0,,Moran,TX,305,131,23.93%,42.34793
2406,34.53114,0,,Bailey,TX,257,119,11.67%,63.47352
2719,34.53103,0,,Holmesville,NE,151,75,22.52%,44.7853
2081,34.53024,0,11934,Courtland,VA,2710,1065,15.42%,56.99828
2480,34.52933,0,11935,Argonia,KS,628,267,17.20%,53.9385
2225,34.52702,0,11936,Union City,GA,7764,2957,18.10%,52.38507
2734,34.52478,0,,Point Harbor,NC,414,162,10.87%,64.83473
2340,34.51664,0,11937,Pekin,IL,29246,11672,12.47%,62.0757
2100,34.50709,0,11938,Cottondale,AL,5558,2517,13.12%,60.96162
2770,34.5055,0,,Richards,MO,244,106,14.34%,58.842
2355,34.5054,0,,Ashland,LA,91,42,28.57%,34.3245
2218,34.50502,0,11939,Iron Ridge,WI,1312,549,8.92%,68.19134
2179,34.49955,0,11940,Franklin,OH,18617,8164,10.34%,65.73698
2126,34.49401,0,11941,Swan Lake,NY,1551,507,17.09%,54.1111
2045,34.49018,0,11942,Great Bend,KS,12417,5121,17.56%,53.29255
2268,34.48551,0,11943,Cherokee,IA,4591,1779,15.01%,57.67823
2076,34.4842,0,,Footville,WI,193,93,6.22%,72.82548
2259,34.4836,0,11944,Georgetown,CA,1998,786,15.82%,56.28303
2252,34.48199,0,11945,Hicksville,OH,3861,1627,13.78%,59.7874
2318,34.48083,0,,Scott,OH,359,170,8.64%,68.649
2762,34.48043,0,11946,Gatesville,NC,1087,422,11.41%,63.87103
2930,34.4777,0,11947,Kansas City,KS,8881,3143,20.91%,47.49334
2025,34.47327,0,11948,Tomahawk,WI,7239,2909,13.83%,59.69717
2157,34.47118,0,,Fryburg,PA,373,162,19.30%,50.26153
2478,34.47065,0,11949,Clinton,MT,1563,669,19.32%,50.22884
2432,34.4692,0,11950,Fritch,TX,3718,1641,13.23%,60.72102
2708,34.46223,0,11951,Flint,MI,21705,8818,14.08%,59.2382
2631,34.45624,0,,New Memphis,IL,87,40,2.30%,79.54523
2667,34.45595,0,11952,Juniata,NE,979,459,15.12%,57.45333
2805,34.45535,0,11953,Shattuck,OK,1196,479,21.15%,47.05006
2442,34.45497,0,,Kirk,CO,191,76,23.04%,43.8046
2071,34.45082,0,11954,Battle Creek,MI,14903,5863,13.55%,60.15614
2439,34.44567,0,11955,Lexington,MO,3896,1626,16.84%,54.48377
2780,34.44145,0,11956,Wilkes Barre,PA,11465,4361,14.39%,58.69686
2489,34.43779,0,11957,Abbotsford,WI,1840,745,14.57%,58.39611
2262,34.43683,0,11958,Jackson Springs,NC,1665,687,16.82%,54.51515
2540,34.43626,0,,Sharptown,MD,429,178,14.69%,58.1882
2097,34.43218,0,11959,Sedro Woolley,WA,14410,5945,13.02%,61.05969
2185,34.42722,0,11960,Cogan Station,PA,3690,1594,14.39%,58.69163
2207,34.42617,0,,Arbon,ID,109,57,20.18%,48.7081
2411,34.42602,0,,Holyrood,KS,440,176,18.41%,51.75873
2144,34.42585,0,,Ormsby,MN,176,79,14.77%,58.02475
2760,34.42508,0,11961,Edgar,WI,2625,1134,10.17%,65.95273
2317,34.42406,0,11962,Rockwell,IA,1070,453,12.90%,61.25452
2163,34.42224,0,11963,Odessa,MO,5571,2431,13.18%,60.77333
2033,34.42038,0,11964,Panguitch,UT,1218,507,17.00%,54.18956
2572,34.41745,0,11965,Semmes,AL,9438,4362,13.39%,60.39281
2320,34.41484,0,,Elwood,IA,70,27,15.71%,56.39025
2947,34.41478,0,,Lavelle,PA,154,58,11.04%,64.44637
2371,34.41428,0,11966,Winsted,MN,1673,682,10.58%,65.23747
2685,34.41338,0,11967,Bayfield,WI,1593,676,23.16%,43.54831
2847,34.41277,0,11968,Smithfield,ME,668,287,17.07%,54.05488
2874,34.41232,0,11969,Houston,OH,955,412,8.90%,68.12204
2367,34.41059,0,11970,Monticello,GA,5351,2221,13.27%,60.58765
2571,34.40457,0,11971,Dodge City,KS,16567,7050,16.42%,55.14934
2985,34.39978,0,11972,Armour,SD,892,334,17.60%,53.12125
2947,34.39936,0,11973,Fowler,KS,633,243,16.11%,55.67499
2444,34.3989,0,11974,Rosebush,MI,1053,473,12.82%,61.34867
2890,34.39849,0,,Tacoma,WA,418,1,32.30%,27.7865
2247,34.39801,0,11975,Seeley Lake,MT,1341,542,19.39%,50.03008
2145,34.39724,0,11976,Greene,IA,1456,586,14.49%,58.46803
2852,34.39673,0,,Codorus,PA,419,181,11.22%,64.10902
2248,34.39643,0,11977,Altona,IL,678,316,18.58%,51.41222
2946,34.38954,0,11978,Richmond,VA,24397,10214,14.64%,58.21043
2083,34.38239,0,11979,West Mansfield,OH,1680,720,9.23%,67.531
2846,34.38157,0,11980,Caldwell,KS,1266,455,18.01%,52.39423
2479,34.38111,0,,Windom,TX,405,168,12.10%,62.57781
2087,34.38097,0,,Luzerne,IA,118,60,7.63%,70.2835
2454,34.38091,0,,Friesland,WI,104,49,14.42%,58.57002
2351,34.37936,0,11981,Girard,PA,5542,2392,15.59%,56.55762
2758,34.37685,0,11982,Freeport,PA,3585,1514,14.67%,58.13851
2259,34.36653,0,11983,Orlando,FL,34013,13324,18.01%,52.37461
2621,34.35058,0,11984,Port Saint Lucie,FL,24131,9009,17.37%,53.47561
2808,34.34042,0,11985,Knoxville,TN,12859,4841,18.92%,50.80288
2305,34.33654,0,11986,Sutton,NE,1297,549,16.81%,54.44193
2942,34.33611,0,,West Augusta,VA,263,95,11.79%,63.0917
2452,34.33271,0,11987,Decatur,IN,12114,5130,11.07%,64.32738
2483,34.32928,0,,Carlton,PA,382,168,14.40%,58.59094
2344,34.32898,0,11988,Krakow,WI,736,318,8.56%,68.649
2518,34.3285,0,11989,Good Thunder,MN,1005,472,12.64%,61.62065
2504,34.32757,0,11990,Baudette,MN,2356,947,17.83%,52.67144
2652,34.32508,0,11991,Adams,MA,6720,2658,16.61%,54.77275
2346,34.32226,0,11992,Seaside Heights,NJ,3566,1188,17.67%,52.94211
2511,34.32048,0,11993,Kent City,MI,2893,1311,8.37%,68.97067
2074,34.31965,0,,Oquossoc,ME,157,59,23.57%,42.76898
2821,34.31903,0,11994,Linn Creek,MO,2095,938,16.75%,54.50731
2548,34.31806,0,11995,Alcester,SD,1432,613,15.43%,56.78122
2876,34.31195,0,11996,Canon City,CO,20817,6620,14.69%,58.05875
2483,34.29802,0,11997,Beloit,WI,29938,12483,13.22%,60.59549
2377,34.28958,0,11998,Hickory Grove,SC,795,350,11.07%,64.29077
2826,34.28932,0,,Moon,VA,151,69,14.57%,58.25881
2486,34.28925,0,,York,ND,96,37,17.71%,52.84927
2884,34.28909,0,,Carmen,ID,467,210,16.92%,54.21048
2842,34.28874,0,11999,Deary,ID,834,358,13.43%,60.2189
2660,34.2885,0,,Grassy Meadows,WV,53,18,0%,83.3595
2681,34.28839,0,,Benedict,NE,336,165,14.58%,58.22874
2656,34.28338,0,12000,Green Bay,WI,17911,6601,14.97%,57.56448
2313,34.27669,0,12001,Yreka,CA,6465,2542,18.58%,51.34553
2114,34.27458,0,12002,Oxford,IN,1215,498,12.67%,61.51604
2514,34.27069,0,12003,Gallup,NM,12939,5401,19.93%,49.00492
2865,34.26674,0,12004,Edgemoor,SC,1463,617,12.17%,62.38298
2404,34.2662,0,12005,Rock Stream,NY,522,242,15.71%,56.27387
2494,34.26115,0,12006,Jacksonville,NC,17854,8996,17.87%,52.5446
2473,34.25499,0,12007,Carlyle,IL,4587,1912,10.97%,64.44637
2848,34.25206,0,12008,Princeton,TX,6119,2745,10.54%,65.17078
2011,34.24947,0,12009,Glasgow,MT,3305,1249,15.55%,56.53278
2664,34.2485,0,,Harrison,MT,201,84,19.90%,49.035
2815,34.24744,0,12010,Kingston,GA,3684,1637,9.64%,66.7216
2134,34.24642,0,,Barnard,SD,47,21,6.38%,72.32728
2960,34.24602,0,12011,Levant,ME,1386,605,13.92%,59.3232
2981,34.23726,0,12012,Fort Lauderdale,FL,30547,10854,14.77%,57.85868
2835,34.22882,0,,Skanee,MI,181,58,16.57%,54.75575
2595,34.22818,0,12013,Moody,TX,2125,960,12.61%,61.58404
2720,34.22715,0,12014,Cumby,TX,1652,704,16.28%,55.25656
2173,34.22588,0,12015,Weyauwega,WI,2956,1193,10.79%,64.71967
2757,34.2186,0,12016,Manchester,NH,23582,8969,14.46%,58.38826
2113,34.21201,0,,Vernon Center,MN,443,195,9.26%,67.36494
2992,34.20699,0,12017,Dublin,GA,17829,7301,18.28%,51.81365
2097,34.20206,0,,Robertson,WY,135,62,8.89%,67.9952
2924,34.20195,0,,Sheldon,ND,245,94,13.06%,60.8034
2572,34.20161,0,12018,Raymond,IL,986,418,14.20%,58.842
2993,34.19853,0,12019,Rochester,NY,10230,3929,17.17%,53.70705
2740,34.19004,0,12020,Burlington,IA,20705,8380,16.17%,55.44616
2881,34.18256,0,12021,Cornelia,GA,6529,2741,15.81%,56.06335
2140,34.18071,0,,Mark,IL,219,90,9.13%,67.55977
2279,34.17926,0,12022,Ridgway,PA,5073,2005,13.46%,60.09468
2637,34.1777,0,12023,Harrah,WA,592,276,14.19%,58.842
2937,34.17751,0,,Scenic,SD,113,45,20.35%,48.21775
2420,34.17746,0,,Newtown,IN,88,34,7.95%,69.58263
2019,34.17693,0,12024,Mc Comb,OH,1827,866,13.46%,60.08683
2992,34.17623,0,12025,Herman,NE,736,312,15.35%,56.83091
2527,34.17561,0,12026,Iron River,WI,1517,610,18.98%,50.57274
2802,34.1742,0,12027,Aumsville,OR,3599,1623,10.95%,64.42284
2667,34.17271,0,12028,West Farmington,OH,1854,839,10.68%,64.88311
2265,34.16974,0,12029,Victoria,TX,8942,3945,10.48%,65.22832
2859,34.16661,0,12030,Fort Recovery,OH,2489,1085,9.68%,66.59869
2023,34.16584,0,,Buffalo,ND,305,130,17.70%,52.77081
2763,34.16506,0,12031,Howe,IN,2507,1076,14.84%,57.70831
2919,34.16407,0,12032,Satanta,KS,1133,517,15.27%,56.9656
2840,34.1637,0,,Yellow Spring,WV,200,98,17.50%,53.12125
2083,34.16332,0,12033,Bird Island,MN,1202,467,12.06%,62.48759
2269,34.16261,0,12034,Fort Benton,MT,1360,534,21.76%,45.766
2209,34.16219,0,,Union Center,SD,166,84,26.51%,37.5935
2808,34.16208,0,,North Henderson,IL,242,101,13.22%,60.4765
2890,34.16146,0,12035,Silver Bay,MN,2004,802,16.87%,54.1961
2734,34.16062,0,12036,Sheffield,IA,1070,448,13.18%,60.54711
2670,34.16004,0,12037,Wellington,MO,1048,425,13.45%,60.06853
2027,34.15958,0,12038,Creighton,MO,607,260,10.54%,65.08318
2483,34.15318,0,12039,Alton,IL,22736,8853,17.09%,53.80513
2238,34.14671,0,12040,Metlakatla,AK,827,355,10.52%,65.12241
2918,34.1461,0,12041,Drexel,MO,1385,643,13.21%,60.4765
2194,34.14557,0,12042,Wilcox,NE,542,239,19.19%,50.17915
2323,34.14128,0,12043,Conyers,GA,15094,5944,14.40%,58.4288
2357,34.13682,0,12044,Laverne,OK,1142,485,18.04%,52.15101
2674,34.12897,0,12045,Riverside,CA,27483,11001,14.29%,58.6184
2266,34.12102,0,12046,Carlin,NV,1496,605,9.09%,67.56892
2873,34.11914,0,12047,New Market,AL,5326,2432,16.32%,55.11665
2137,34.11759,0,,Saint Hilaire,MN,318,132,13.52%,59.93123
2023,34.11642,0,12048,Bellevue,MI,3951,1742,9.57%,66.74513
2084,34.11367,0,12049,Adamsville,AL,6064,2608,12.15%,62.28622
2155,34.11122,0,12050,Mount Airy,GA,2859,1315,14.80%,57.73315
2693,34.1104,0,,Hacksneck,VA,110,22,23.64%,42.497
2807,34.11015,0,12051,Wabasso,MN,821,344,14.37%,58.45757
2104,34.10991,0,,Spade,TX,64,33,20.31%,48.21775
2959,34.10648,0,12052,Seneca,SC,12437,5322,15.82%,55.94828
2507,34.09381,0,12053,Revere,MA,33723,11863,13.49%,59.97308
2582,34.07809,0,12054,North Hollywood,CA,23565,7641,22.77%,43.96674
2033,34.06555,0,12055,New Brunswick,NJ,22098,7359,19.28%,49.97909
2216,34.05932,0,12056,Albion,IA,598,263,12.71%,61.29375
2766,34.05779,0,12057,Vinton,IA,4977,2081,14.39%,58.40134
2474,34.05636,0,,Hester,LA,211,81,5.21%,74.2063
2123,34.05567,0,12058,Young Harris,GA,2329,989,19.84%,49.00623
2028,34.05495,0,,Cedar Mountain,NC,259,113,13.13%,60.56672
2661,34.05461,0,12059,Earlton,NY,992,417,10.89%,64.42676
2439,34.05404,0,12060,Crawford,NE,1089,449,18.92%,50.58843
2339,34.05344,0,12061,Eden,WI,1120,498,9.29%,67.18318
2152,34.05288,0,12062,Bertrand,NE,907,373,15.44%,56.58508
2229,34.04625,0,12063,Seaside,CA,23259,7539,15.31%,56.78384
2596,34.03982,0,,Brownell,KS,146,66,15.07%,57.2075
2416,34.03938,0,12064,Coal Center,PA,1471,602,16.38%,54.94012
2126,34.03853,0,12065,Albany,TX,1595,678,19.31%,49.8954
2183,34.03607,0,12066,Vero Beach,FL,7361,3038,16.79%,54.23402
2591,34.03397,0,,Cabery,IL,316,128,16.77%,54.2654
2379,34.02757,0,12067,Decatur,AL,22987,9224,18.55%,51.20823
2420,34.0169,0,12068,Fort Lauderdale,FL,15874,5717,17.69%,52.6832
2958,34.01226,0,12069,Quinter,KS,1038,430,19.46%,49.62996
2542,34.01148,0,12070,WaKeeney,KS,1787,681,16.45%,54.81067
2079,34.00417,0,12071,Fitchburg,MA,24863,9456,15.41%,56.60731
2641,33.9972,0,12072,Seldovia,AK,513,185,13.06%,60.64911
2524,33.99687,0,12073,Spring City,UT,708,338,21.19%,46.64602
2227,33.99458,0,12074,Kuna,ID,7653,2741,13.18%,60.43466
2741,33.99115,0,12075,Kingsford,MI,4814,1942,16.74%,54.3007
2083,33.98968,0,12076,Oak Run,CA,569,243,17.05%,53.77505
2730,33.98895,0,12077,Minneapolis,KS,2080,812,14.76%,57.71093
2985,33.98797,0,12078,Saint Ansgar,IA,1488,612,14.52%,58.12674
2966,33.98754,0,,Clyman,WI,65,30,4.62%,75.187
2942,33.98727,0,12079,Milo,IA,939,400,11.82%,62.7648
2804,33.98663,0,12080,Lorman,MS,1400,533,23.43%,42.76114
2494,33.98615,0,,Ramona,SD,339,130,15.04%,57.2075
2475,33.98576,0,12081,Wanchese,NC,1093,457,15.92%,55.69853
2255,33.98298,0,12082,Monongahela,PA,9005,3460,15.24%,56.87537
2784,33.97832,0,12083,Elkview,WV,7963,3470,16.21%,55.19249
2463,33.97607,0,,Tingley,IA,249,92,11.24%,63.7455
2784,33.97585,0,12084,Sutton,VT,559,242,18.43%,51.37037
2854,33.97548,0,12085,Delmar,IA,801,351,13.98%,59.02376
2982,33.97522,0,,Manley,NE,131,56,8.40%,68.649
